what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1484286932621
started,bundle,org.eclipse.jst.j2ee.ui,1.1.400.v201006030400,"org.eclipse.jst.j2ee.ui",1484286932622
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1484286932622
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1484286932623
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1484286932623
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1484286932623
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1484286932624
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1484286932624
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1484286932624
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1484286932625
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1484286932625
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1484286932626
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1484286932626
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1484286932627
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1484286932627
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1484286932628
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1484286932628
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1484286932637
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1484286932638
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1484286932639
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1484286932639
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1484286932640
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1484286932641
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1484286932664
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1484286932664
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1484286932665
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1484286932665
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1484286932666
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1484286932666
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1484286932667
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1484286932668
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1484286932668
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1484286932669
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1484286932669
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1484286932670
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1484286932671
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1484286932671
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1484286932671
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1484286932672
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1484286932673
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1484286932673
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1484286932673
started,bundle,com.collabnet.subversion.merge,2.0.1,"com.collabnet.subversion.merge",1484286932673
started,bundle,jp.gr.java_conf.ussiy.app.propedit,5.3.3,"jp.gr.java_conf.ussiy.app.propedit",1484286932673
started,bundle,net.sf.eclipsecs.core,5.1.0.201002232103,"net.sf.eclipsecs.core",1484286932674
started,bundle,net.sf.eclipsecs.ui,5.1.0.201002232103,"net.sf.eclipsecs.ui",1484286932674
started,bundle,org.tigris.subversion.clientadapter,1.6.10,"org.tigris.subversion.clientadapter",1484286932675
started,bundle,org.tigris.subversion.subclipse.core,1.6.10,"org.tigris.subversion.subclipse.core",1484286932675
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1484286932676
started,bundle,org.tigris.subversion.subclipse.ui,1.6.10,"org.tigris.subversion.subclipse.ui",1484286932677
os,sysinfo,,,"win32",1484286932680
arch,sysinfo,,,"x86",1484286932680
ws,sysinfo,,,"win32",1484286932680
locale,sysinfo,,,"zh_CN",1484286932680
processors,sysinfo,,,"2",1484286932680
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1484286932680
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1484286932680
java.specification.name,sysinfo,,,"Java Platform API Specification",1484286932680
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1484286932680
java.specification.version,sysinfo,,,"1.6",1484286932680
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1484286932680
java.version,sysinfo,,,"1.6.0_20",1484286932680
java.vm.info,sysinfo,,,"mixed mode",1484286932680
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1484286932680
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1484286932680
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1484286932680
java.vm.specification.version,sysinfo,,,"1.0",1484286932680
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1484286932680
java.vm.version,sysinfo,,,"16.3-b01",1484286932680
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484286936356
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484286954487
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484286971522
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484286974289
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484286976580
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287027150
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287033782
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1484287035821
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1484287035837
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1484287090389
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1484287090391
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1484287090454
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1484287090476
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1484287090478
started,bundle,org.eclipse.jst.j2ee.core,1.2.0.v201005200200,"org.eclipse.jst.j2ee.core",1484287090481
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1484287090489
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1484287090502
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1484287090504
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1484287090510
started,bundle,org.eclipse.jst.j2ee,1.1.400.v201005271900,"org.eclipse.jst.j2ee",1484287090524
started,bundle,org.eclipse.jst.jee.ui,1.0.300.v201005191301,"org.eclipse.jst.jee.ui",1484287090524
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.400.v201004280900,"org.eclipse.jst.j2ee.navigator.ui",1484287090533
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.9.3,"org.tigris.subversion.clientadapter.javahl",1484287090694
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.10,"org.tigris.subversion.clientadapter.svnkit",1484287090695
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1484287092311
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1484287094749
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1484287094754
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287098428
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1484287098608
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1484287098609
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1484287098611
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1484287098614
opened,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287098637
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1484287098677
started,bundle,org.eclipse.uml2.uml,3.0.0.v200905151700,"org.eclipse.uml2.uml",1484287098714
started,bundle,org.eclipse.emf.ecore.edit,2.6.0.v20100614-1136,"org.eclipse.emf.ecore.edit",1484287098714
started,bundle,org.eclipse.uml2.uml.edit,3.0.0.v200905041045,"org.eclipse.uml2.uml.edit",1484287098716
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v200905041045,"org.eclipse.uml2.common.edit",1484287098995
started,bundle,org.eclipse.draw2d,3.5.0.v20090528-1511,"org.eclipse.draw2d",1484287099149
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287099157
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287104238
started,bundle,com.omondo.uml.core,3.5.0.v20090815,"com.omondo.uml.core",1484287104277
opened,view,com.omondo.uml.core,3.5.0.v20090815,"com.omondo.uml.ui.views.FontAndColorsView",1484287104566
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1484287104663
opened,view,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1484287104785
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1484287104825
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1484287104840
activated,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1484287114097
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1484287114101
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287116437
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1484287117716
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1484287117717
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287127457
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287214200
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287218799
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287271669
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287278840
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1484287304755
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1484287304775
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1484287304794
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287304897
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1484287305254
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287307330
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1484287307584
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1484287309795
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287311604
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1484287311605
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287313750
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287316262
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1484287316273
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287336612
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287340731
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287352718
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287354816
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1484287354826
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287365505
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287367146
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287371676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287383113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287394304
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1484287412584
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287413419
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287413766
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287413872
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287415255
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287418406
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1484287422753
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1484287423257
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1484287423392
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287423522
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287423531
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484287434946
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287436624
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287441377
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1484287449434
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1484287450995
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287454246
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287457498
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1484287459552
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1484287459581
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287460484
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.showInformation",1484287460492
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287471054
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287471896
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287476500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287483625
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287483744
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287499773
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287505049
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287517489
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287517601
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287530731
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1484287536789
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287536918
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287540071
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287540539
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287544934
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1484287545509
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1484287548520
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287554595
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1484287564963
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287569744
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287570134
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1484287591230
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287591361
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1484287598210
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287598341
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287601665
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287614325
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287615852
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287615926
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1484287615932
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287618889
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287619932
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1484287619940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287628573
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287651113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287658925
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287667304
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287667708
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287667795
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1484287691580
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1484287693771
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287699129
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1484287723588
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1484287727667
